country_code,ID,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,religiousity,political_scale,sex,birthyear,age,marital_status,employment
SGP,702071554,1.0,1.0,2.0,1.0,9.0,8.0,8.0,Not a religious person,5.0,Female,1952.0,68.0,Widowed,Retired/pensioned
SGP,702071555,1.0,1.0,2.0,2.0,7.0,7.0,6.0,A religious person,5.0,Male,1969.0,50.0,Married,Full time
SGP,702071556,1.0,2.0,2.0,1.0,7.0,7.0,6.0,A religious person,2.0,Female,1987.0,32.0,Married,Full time
SGP,702071557,1.0,2.0,2.0,2.0,6.0,7.0,7.0,Not a religious person,6.0,Female,1981.0,38.0,Married,Full time
SGP,702071558,1.0,2.0,2.0,1.0,7.0,3.0,6.0,A religious person,5.0,Male,1958.0,61.0,Married,Unemployed
SGP,702071559,1.0,2.0,2.0,1.0,7.0,10.0,10.0,A religious person,4.0,Female,1958.0,61.0,Married,Homemaker not otherwise employed
SGP,702071560,1.0,2.0,3.0,2.0,10.0,9.0,8.0,A religious person,3.0,Female,1980.0,39.0,Married,Full time
SGP,702071561,1.0,2.0,2.0,1.0,8.0,8.0,7.0,A religious person,6.0,Female,1970.0,49.0,Married,Part time
SGP,702071562,1.0,2.0,3.0,2.0,10.0,9.0,9.0,An atheist,7.0,Male,1980.0,39.0,Married,Self employed
SGP,702071563,1.0,2.0,1.0,2.0,7.0,7.0,7.0,An atheist,2.0,Female,1999.0,21.0,Single,Student
SGP,702071564,1.0,2.0,1.0,1.0,8.0,9.0,9.0,A religious person,5.0,Male,1963.0,56.0,Married,Unemployed
SGP,702071565,1.0,2.0,3.0,1.0,8.0,6.0,2.0,A religious person,5.0,Male,1976.0,43.0,Married,Full time
SGP,702071566,1.0,2.0,2.0,1.0,7.0,10.0,6.0,A religious person,5.0,Female,1996.0,24.0,Married,Homemaker not otherwise employed
SGP,702071567,1.0,3.0,3.0,1.0,5.0,4.0,4.0,A religious person,5.0,Male,1960.0,59.0,Divorced,Unemployed
SGP,702071568,1.0,2.0,2.0,1.0,6.0,6.0,4.0,A religious person,,Male,1962.0,58.0,Single,Full time
SGP,702071569,1.0,1.0,1.0,2.0,8.0,8.0,7.0,Not a religious person,5.0,Male,1994.0,25.0,Single,Full time
SGP,702071570,1.0,2.0,1.0,1.0,2.0,4.0,4.0,A religious person,8.0,Male,1952.0,67.0,Married,Retired/pensioned
SGP,702071571,1.0,2.0,1.0,1.0,5.0,8.0,10.0,A religious person,1.0,Female,1947.0,72.0,Married,Part time
SGP,702071572,2.0,2.0,2.0,1.0,8.0,9.0,8.0,Not a religious person,8.0,Male,1937.0,82.0,Married,Retired/pensioned
SGP,702071573,1.0,2.0,2.0,1.0,8.0,7.0,5.0,A religious person,6.0,Male,1959.0,60.0,Married,Full time
SGP,702071574,1.0,2.0,2.0,2.0,8.0,8.0,7.0,A religious person,4.0,Male,1992.0,27.0,Married,Full time
SGP,702071575,1.0,2.0,2.0,4.0,8.0,10.0,7.0,Not a religious person,,Male,1995.0,25.0,Single,Full time
SGP,702071576,1.0,2.0,3.0,1.0,10.0,10.0,8.0,Not a religious person,5.0,Male,1992.0,27.0,Married,Full time
SGP,702071577,1.0,2.0,3.0,1.0,5.0,5.0,5.0,Not a religious person,5.0,Female,1964.0,56.0,Married,Homemaker not otherwise employed
SGP,702071578,1.0,3.0,2.0,1.0,5.0,2.0,4.0,Not a religious person,5.0,Female,1964.0,55.0,Married,Homemaker not otherwise employed
SGP,702071579,1.0,2.0,2.0,1.0,6.0,6.0,5.0,An atheist,5.0,Male,1972.0,47.0,Single,Full time
SGP,702071580,1.0,2.0,2.0,1.0,7.0,7.0,7.0,A religious person,7.0,Male,1954.0,65.0,Divorced,Retired/pensioned
SGP,702071581,1.0,3.0,4.0,1.0,8.0,10.0,9.0,A religious person,5.0,Female,1967.0,52.0,Married,Homemaker not otherwise employed
SGP,702071582,1.0,2.0,2.0,2.0,5.0,6.0,5.0,Not a religious person,5.0,Male,1975.0,44.0,Married,Full time
SGP,702071583,1.0,2.0,2.0,1.0,5.0,8.0,5.0,A religious person,5.0,Female,1957.0,62.0,Separated,Full time
SGP,702071584,1.0,1.0,2.0,2.0,7.0,8.0,5.0,A religious person,5.0,Female,1977.0,42.0,Single,Full time
SGP,702071585,1.0,2.0,2.0,1.0,7.0,6.0,1.0,Not a religious person,3.0,Female,1967.0,52.0,Married,Part time
SGP,702071586,2.0,1.0,2.0,2.0,7.0,7.0,7.0,Not a religious person,2.0,Male,1996.0,23.0,Single,Full time
SGP,702071587,1.0,2.0,2.0,2.0,7.0,7.0,8.0,Not a religious person,5.0,Female,1980.0,39.0,Married,Full time
SGP,702071588,1.0,2.0,2.0,2.0,7.0,7.0,7.0,Not a religious person,5.0,Female,1982.0,38.0,Married,Homemaker not otherwise employed
SGP,702071589,1.0,1.0,1.0,2.0,8.0,8.0,8.0,A religious person,5.0,Male,1992.0,27.0,Single,Full time
SGP,702071590,1.0,2.0,2.0,1.0,7.0,7.0,7.0,Not a religious person,5.0,Male,1993.0,27.0,Single,Full time
SGP,702071591,1.0,1.0,1.0,1.0,3.0,2.0,7.0,A religious person,1.0,Female,1993.0,26.0,Married,Homemaker not otherwise employed
SGP,702071592,1.0,1.0,1.0,1.0,5.0,6.0,1.0,A religious person,5.0,Male,1997.0,23.0,Single,Unemployed
SGP,702071593,1.0,2.0,1.0,1.0,9.0,10.0,8.0,A religious person,4.0,Male,1955.0,65.0,Married,Full time
SGP,702071594,1.0,1.0,2.0,1.0,5.0,6.0,6.0,A religious person,7.0,Female,1981.0,39.0,Married,Homemaker not otherwise employed
SGP,702071595,1.0,2.0,2.0,2.0,4.0,4.0,2.0,Not a religious person,,Female,1970.0,49.0,Married,Full time
SGP,702071596,2.0,1.0,1.0,2.0,6.0,6.0,4.0,Not a religious person,,Female,1996.0,24.0,Single,Student
SGP,702071597,2.0,1.0,1.0,2.0,6.0,6.0,5.0,Not a religious person,5.0,Male,1996.0,24.0,Single,Other
SGP,702071598,1.0,1.0,1.0,2.0,6.0,7.0,5.0,Not a religious person,,Female,1990.0,29.0,Married,Homemaker not otherwise employed
SGP,702071599,1.0,2.0,2.0,2.0,5.0,5.0,5.0,,,Female,1988.0,31.0,Single,Full time
SGP,702071600,1.0,1.0,1.0,3.0,6.0,6.0,6.0,A religious person,6.0,Female,1952.0,67.0,Married,Retired/pensioned
SGP,702071601,1.0,1.0,1.0,2.0,2.0,2.0,2.0,Not a religious person,5.0,Male,1981.0,39.0,Divorced,Unemployed
SGP,702071602,1.0,1.0,1.0,2.0,7.0,8.0,7.0,Not a religious person,7.0,Female,1969.0,51.0,Married,Part time
SGP,702071603,1.0,1.0,1.0,2.0,8.0,7.0,7.0,A religious person,7.0,Male,1997.0,22.0,Single,Part time
SGP,702071604,2.0,1.0,2.0,2.0,6.0,6.0,6.0,Not a religious person,5.0,Male,1998.0,21.0,Single,Part time
SGP,702071605,1.0,2.0,1.0,2.0,5.0,6.0,6.0,A religious person,5.0,Female,1988.0,31.0,Married,Full time
SGP,702071606,2.0,1.0,1.0,2.0,6.0,7.0,6.0,Not a religious person,6.0,Male,1993.0,26.0,Single,Student
SGP,702071607,2.0,1.0,1.0,2.0,7.0,7.0,6.0,Not a religious person,6.0,Male,1998.0,21.0,Single,Student
SGP,702071608,2.0,2.0,2.0,2.0,7.0,8.0,7.0,Not a religious person,-2.0,Male,1988.0,31.0,Single,Full time
SGP,702071609,1.0,2.0,2.0,1.0,5.0,5.0,5.0,A religious person,,Male,1996.0,24.0,Single,Full time
SGP,702071610,1.0,2.0,2.0,2.0,,,5.0,Not a religious person,,Female,1997.0,23.0,Single,Full time
SGP,702071611,1.0,2.0,2.0,3.0,8.0,8.0,7.0,Not a religious person,,Male,1974.0,46.0,Married,Full time
SGP,702071612,1.0,1.0,1.0,1.0,5.0,5.0,5.0,A religious person,,Male,1959.0,61.0,Married,Retired/pensioned
SGP,702071613,1.0,2.0,2.0,1.0,7.0,7.0,7.0,A religious person,2.0,Female,1982.0,37.0,Married,Part time
SGP,702071614,1.0,2.0,1.0,1.0,7.0,8.0,7.0,A religious person,7.0,Male,1971.0,48.0,Married,Unemployed
SGP,702071615,1.0,1.0,1.0,1.0,7.0,6.0,5.0,Not a religious person,8.0,Female,1981.0,38.0,Single,Full time
SGP,702071616,1.0,2.0,3.0,1.0,5.0,5.0,5.0,A religious person,6.0,Female,1987.0,32.0,Married,Part time
SGP,702071617,2.0,2.0,2.0,2.0,6.0,6.0,6.0,Not a religious person,6.0,Male,1949.0,71.0,Married,Retired/pensioned
SGP,702071618,1.0,1.0,2.0,1.0,7.0,7.0,7.0,Not a religious person,7.0,Female,1998.0,21.0,Single,Full time
SGP,702071619,1.0,1.0,1.0,2.0,6.0,6.0,4.0,A religious person,-2.0,Female,1995.0,24.0,Single,Full time
SGP,702071620,1.0,2.0,2.0,2.0,8.0,8.0,8.0,A religious person,2.0,Female,1982.0,37.0,Married,Self employed
SGP,702071621,1.0,1.0,2.0,1.0,7.0,7.0,5.0,Not a religious person,3.0,Male,1997.0,22.0,Single,Student
SGP,702071622,1.0,1.0,2.0,2.0,8.0,8.0,8.0,An atheist,4.0,Female,1984.0,36.0,Married,Self employed
SGP,702071623,1.0,2.0,2.0,2.0,8.0,6.0,7.0,A religious person,5.0,Female,1993.0,26.0,Single,Unemployed
SGP,702071624,1.0,1.0,1.0,2.0,8.0,8.0,8.0,A religious person,8.0,Female,1959.0,60.0,Divorced,Full time
SGP,702071625,1.0,1.0,1.0,1.0,5.0,6.0,6.0,Not a religious person,,Male,1991.0,28.0,Single,Full time
SGP,702071626,1.0,1.0,2.0,1.0,6.0,7.0,6.0,Not a religious person,5.0,Male,1964.0,55.0,Married,Full time
SGP,702071627,1.0,2.0,2.0,2.0,6.0,6.0,5.0,Not a religious person,5.0,Female,1993.0,26.0,Single,Full time
SGP,702071628,1.0,2.0,2.0,1.0,8.0,8.0,8.0,A religious person,5.0,Female,1948.0,72.0,Married,Homemaker not otherwise employed
SGP,702071629,1.0,1.0,1.0,2.0,8.0,8.0,8.0,Not a religious person,5.0,Female,1975.0,44.0,Married,Homemaker not otherwise employed
SGP,702071630,2.0,2.0,1.0,3.0,7.0,7.0,7.0,Not a religious person,6.0,Male,1993.0,26.0,Single,Full time
SGP,702071631,1.0,2.0,2.0,1.0,8.0,8.0,7.0,A religious person,7.0,Female,1990.0,29.0,Single,Self employed
SGP,702071632,1.0,1.0,2.0,2.0,4.0,8.0,7.0,A religious person,5.0,Male,1991.0,28.0,Married,Self employed
SGP,702071633,1.0,2.0,2.0,2.0,7.0,7.0,6.0,A religious person,4.0,Male,1968.0,52.0,Married,Full time
SGP,702071634,1.0,2.0,2.0,2.0,6.0,6.0,6.0,Not a religious person,5.0,Female,1982.0,38.0,Single,Full time
SGP,702071635,1.0,1.0,2.0,3.0,6.0,4.0,10.0,Not a religious person,,Male,1997.0,22.0,Single,Other
SGP,702071636,1.0,1.0,2.0,3.0,5.0,5.0,5.0,Not a religious person,4.0,Male,1996.0,23.0,Single,Student
SGP,702071637,1.0,2.0,2.0,1.0,8.0,8.0,6.0,A religious person,,Male,1998.0,21.0,Single,Student
SGP,702071638,1.0,1.0,1.0,2.0,6.0,6.0,5.0,Not a religious person,5.0,Female,1997.0,22.0,Single,Full time
SGP,702071639,1.0,2.0,1.0,1.0,5.0,6.0,5.0,A religious person,6.0,Male,1997.0,22.0,Single,Part time
SGP,702071640,1.0,1.0,2.0,2.0,8.0,8.0,8.0,Not a religious person,8.0,Male,1993.0,27.0,Married,Full time
SGP,702071641,1.0,1.0,2.0,2.0,7.0,7.0,6.0,Not a religious person,5.0,Female,1999.0,21.0,Single,Student
SGP,702071642,1.0,2.0,2.0,3.0,7.0,8.0,7.0,A religious person,5.0,Female,1968.0,52.0,Married,Part time
SGP,702071643,1.0,2.0,2.0,2.0,6.0,6.0,4.0,A religious person,,Female,1996.0,23.0,Single,Full time
SGP,702071644,1.0,2.0,3.0,1.0,5.0,10.0,6.0,Not a religious person,6.0,Female,1993.0,26.0,Single,Part time
SGP,702071645,2.0,2.0,2.0,2.0,6.0,5.0,5.0,An atheist,1.0,Male,1993.0,26.0,Single,Full time
SGP,702071646,1.0,2.0,1.0,1.0,6.0,5.0,6.0,A religious person,6.0,Female,1985.0,34.0,Married,Homemaker not otherwise employed
SGP,702071647,1.0,1.0,2.0,1.0,4.0,9.0,8.0,Not a religious person,7.0,Male,1997.0,22.0,Single,Part time
SGP,702071648,1.0,2.0,2.0,3.0,6.0,6.0,4.0,Not a religious person,,Male,1997.0,22.0,Single,Student
SGP,702071649,3.0,1.0,2.0,1.0,6.0,3.0,1.0,A religious person,5.0,Male,1952.0,67.0,Married,Full time
SGP,702071650,1.0,1.0,1.0,1.0,7.0,8.0,7.0,A religious person,4.0,Male,1965.0,54.0,Married,Full time
SGP,702071651,2.0,3.0,1.0,3.0,9.0,9.0,6.0,Not a religious person,8.0,Female,1979.0,40.0,Married,Self employed
SGP,702071652,1.0,1.0,2.0,1.0,7.0,7.0,7.0,Not a religious person,4.0,Male,1993.0,26.0,Married,Full time
SGP,702071653,1.0,1.0,2.0,1.0,6.0,6.0,6.0,Not a religious person,5.0,Male,1956.0,63.0,Married,Part time
SGP,702071654,1.0,2.0,1.0,1.0,6.0,10.0,8.0,A religious person,5.0,Male,1983.0,37.0,Married,Full time
SGP,702071655,2.0,2.0,1.0,2.0,8.0,7.0,7.0,An atheist,3.0,Male,1993.0,26.0,Single,Student
SGP,702071656,1.0,2.0,2.0,1.0,7.0,6.0,6.0,A religious person,5.0,Male,1977.0,42.0,Married,Full time
SGP,702071657,1.0,1.0,1.0,2.0,7.0,7.0,7.0,A religious person,3.0,Female,1984.0,35.0,Married,Full time
SGP,702071658,1.0,1.0,2.0,2.0,5.0,5.0,5.0,A religious person,6.0,Female,1975.0,45.0,Married,Self employed
SGP,702071659,1.0,1.0,2.0,1.0,8.0,8.0,7.0,A religious person,5.0,Male,1997.0,22.0,Single,Self employed
SGP,702071660,1.0,1.0,1.0,1.0,9.0,9.0,8.0,Not a religious person,5.0,Female,1978.0,41.0,Married,Full time
SGP,702071661,1.0,2.0,3.0,2.0,10.0,10.0,9.0,A religious person,2.0,Female,1953.0,66.0,Married,Retired/pensioned
SGP,702071662,1.0,2.0,2.0,2.0,6.0,8.0,6.0,A religious person,,Female,1955.0,64.0,Married,Part time
SGP,702071663,1.0,1.0,1.0,1.0,9.0,9.0,8.0,A religious person,4.0,Female,1976.0,43.0,Married,Full time
SGP,702071664,1.0,1.0,2.0,1.0,8.0,9.0,9.0,Not a religious person,3.0,Female,1991.0,29.0,Married,Full time
SGP,702071665,1.0,2.0,2.0,1.0,5.0,5.0,5.0,Not a religious person,7.0,Female,1955.0,64.0,Married,Retired/pensioned
SGP,702071666,1.0,1.0,1.0,1.0,5.0,7.0,5.0,Not a religious person,3.0,Female,1999.0,21.0,Single,Student
SGP,702071667,1.0,1.0,1.0,1.0,6.0,3.0,7.0,Not a religious person,3.0,Female,1996.0,23.0,Single,Student
SGP,702071668,1.0,2.0,2.0,1.0,7.0,7.0,4.0,A religious person,4.0,Female,1991.0,28.0,Single,Full time
SGP,702071669,1.0,1.0,2.0,2.0,5.0,5.0,5.0,Not a religious person,,Male,1998.0,22.0,Single,Student
SGP,702071670,1.0,2.0,2.0,2.0,6.0,9.0,9.0,A religious person,5.0,Female,1959.0,61.0,Married,Retired/pensioned
SGP,702071671,1.0,1.0,2.0,1.0,5.0,5.0,5.0,Not a religious person,5.0,Male,1973.0,47.0,Married,Full time
SGP,702071672,1.0,1.0,4.0,1.0,10.0,10.0,10.0,A religious person,5.0,Female,1963.0,57.0,Married,Full time
SGP,702071673,1.0,1.0,1.0,1.0,7.0,8.0,7.0,Not a religious person,5.0,Male,1958.0,62.0,Married,Self employed
SGP,702071674,1.0,1.0,1.0,2.0,3.0,2.0,1.0,A religious person,,Male,1955.0,65.0,Single,Unemployed
SGP,702071675,2.0,2.0,2.0,2.0,5.0,8.0,7.0,An atheist,8.0,Female,1957.0,63.0,Widowed,Homemaker not otherwise employed
SGP,702071676,1.0,2.0,1.0,1.0,10.0,10.0,10.0,A religious person,8.0,Female,1966.0,54.0,Married,Part time
SGP,702071677,1.0,2.0,2.0,3.0,8.0,8.0,6.0,An atheist,5.0,Female,1956.0,64.0,Single,Retired/pensioned
SGP,702071678,1.0,1.0,2.0,3.0,8.0,7.0,4.0,Not a religious person,,Female,1987.0,33.0,Single,Part time
SGP,702071679,1.0,2.0,3.0,1.0,5.0,6.0,6.0,Not a religious person,5.0,Male,1975.0,45.0,Married,Self employed
SGP,702071680,1.0,2.0,2.0,1.0,6.0,5.0,5.0,,7.0,Female,1994.0,26.0,Married,Full time
SGP,702071681,1.0,2.0,2.0,1.0,8.0,5.0,10.0,,7.0,Female,1960.0,60.0,Married,Unemployed
SGP,702071682,1.0,1.0,1.0,1.0,7.0,7.0,5.0,,7.0,Female,1965.0,55.0,Single,Full time
SGP,702071683,1.0,2.0,2.0,3.0,8.0,8.0,8.0,A religious person,5.0,Female,1993.0,27.0,Single,Full time
SGP,702071684,1.0,2.0,1.0,2.0,8.0,2.0,5.0,Not a religious person,,Female,1998.0,22.0,Single,Student
SGP,702071685,1.0,2.0,2.0,2.0,4.0,4.0,4.0,An atheist,5.0,Female,1963.0,57.0,Single,Full time
SGP,702071686,1.0,1.0,3.0,3.0,7.0,5.0,5.0,Not a religious person,7.0,Male,1952.0,68.0,Married,Retired/pensioned
SGP,702071687,1.0,2.0,1.0,1.0,4.0,8.0,7.0,A religious person,7.0,Female,1964.0,56.0,Married,Full time
SGP,702071688,1.0,1.0,2.0,1.0,10.0,10.0,10.0,Not a religious person,10.0,Female,1963.0,57.0,Single,Full time
SGP,702071689,1.0,1.0,2.0,1.0,7.0,9.0,7.0,,8.0,Female,1959.0,61.0,Married,Retired/pensioned
SGP,702071690,1.0,1.0,1.0,2.0,7.0,8.0,8.0,A religious person,5.0,Male,1953.0,67.0,Married,Full time
SGP,702071691,1.0,1.0,2.0,2.0,8.0,8.0,7.0,A religious person,6.0,Female,1998.0,22.0,Single,Full time
SGP,702071692,1.0,2.0,2.0,2.0,5.0,4.0,2.0,A religious person,6.0,Female,1978.0,42.0,Married,Homemaker not otherwise employed
SGP,702071693,1.0,2.0,2.0,2.0,8.0,8.0,8.0,A religious person,6.0,Female,1973.0,47.0,Married,Full time
SGP,702071694,1.0,2.0,3.0,2.0,8.0,10.0,10.0,A religious person,6.0,Female,1964.0,56.0,Married,Homemaker not otherwise employed
SGP,702071695,1.0,1.0,1.0,2.0,10.0,9.0,9.0,A religious person,-2.0,Female,1968.0,52.0,Married,Self employed
SGP,702071696,1.0,1.0,1.0,2.0,10.0,10.0,3.0,Not a religious person,,Male,1942.0,78.0,Separated,Retired/pensioned
SGP,702071697,1.0,1.0,2.0,1.0,9.0,5.0,3.0,A religious person,1.0,Male,1989.0,31.0,Single,Full time
SGP,702071698,2.0,2.0,1.0,1.0,5.0,8.0,3.0,A religious person,3.0,Female,1966.0,54.0,Married,Full time
SGP,702071699,1.0,2.0,3.0,2.0,7.0,8.0,7.0,A religious person,3.0,Female,1992.0,28.0,Single,Full time
SGP,702071700,1.0,2.0,3.0,3.0,7.0,7.0,7.0,Not a religious person,5.0,Female,1964.0,56.0,Single,Full time
SGP,702071701,1.0,1.0,2.0,2.0,9.0,7.0,6.0,A religious person,1.0,Male,1988.0,32.0,Single,Self employed
SGP,702071702,1.0,3.0,2.0,1.0,5.0,6.0,5.0,Not a religious person,6.0,Male,1988.0,32.0,Single,Self employed
SGP,702071703,1.0,2.0,3.0,2.0,5.0,5.0,5.0,A religious person,1.0,Female,1963.0,57.0,Married,Full time
SGP,702071704,1.0,3.0,3.0,2.0,7.0,8.0,7.0,A religious person,3.0,Female,1958.0,62.0,Single,Full time
SGP,702071705,1.0,2.0,2.0,2.0,5.0,8.0,8.0,A religious person,4.0,Female,1968.0,52.0,Married,Full time
SGP,702071706,2.0,2.0,2.0,2.0,4.0,6.0,5.0,Not a religious person,3.0,Female,1995.0,25.0,Single,Full time
SGP,702071707,1.0,2.0,3.0,3.0,9.0,10.0,9.0,A religious person,6.0,Female,1982.0,38.0,Married,Homemaker not otherwise employed
SGP,702071708,1.0,1.0,2.0,2.0,4.0,6.0,5.0,Not a religious person,5.0,Male,1999.0,21.0,Single,Full time
SGP,702071709,1.0,1.0,2.0,2.0,8.0,8.0,6.0,Not a religious person,5.0,Female,1978.0,42.0,Married,Homemaker not otherwise employed
SGP,702071710,1.0,2.0,2.0,2.0,7.0,6.0,6.0,Not a religious person,5.0,Female,1976.0,44.0,Married,Homemaker not otherwise employed
SGP,702071711,1.0,1.0,2.0,2.0,8.0,8.0,9.0,A religious person,5.0,Female,1980.0,40.0,Married,Homemaker not otherwise employed
SGP,702071712,1.0,1.0,2.0,2.0,7.0,7.0,8.0,A religious person,5.0,Female,1970.0,50.0,Married,Part time
SGP,702071713,1.0,2.0,3.0,1.0,6.0,5.0,2.0,Not a religious person,6.0,Female,1974.0,46.0,Married,Self employed
SGP,702071714,1.0,1.0,3.0,1.0,5.0,5.0,3.0,An atheist,3.0,Male,1974.0,46.0,Married,Self employed
SGP,702071715,1.0,2.0,2.0,2.0,3.0,6.0,3.0,A religious person,5.0,Male,1979.0,41.0,Married,Self employed
SGP,702071716,1.0,2.0,1.0,1.0,5.0,6.0,5.0,A religious person,5.0,Female,1985.0,35.0,Married,Homemaker not otherwise employed
SGP,702071717,1.0,2.0,2.0,1.0,8.0,8.0,8.0,A religious person,5.0,Female,1981.0,39.0,Single,Self employed
SGP,702071718,1.0,2.0,2.0,1.0,9.0,5.0,5.0,An atheist,3.0,Female,1968.0,52.0,Single,Unemployed
SGP,702071719,1.0,1.0,2.0,2.0,10.0,8.0,7.0,Not a religious person,3.0,Male,1989.0,31.0,Married,Full time
SGP,702071720,1.0,2.0,1.0,1.0,6.0,8.0,7.0,A religious person,5.0,Female,1984.0,36.0,Married,Full time
SGP,702071721,1.0,2.0,3.0,2.0,5.0,7.0,8.0,A religious person,5.0,Female,1951.0,69.0,Married,Retired/pensioned
SGP,702071722,1.0,2.0,3.0,1.0,4.0,4.0,8.0,A religious person,6.0,Female,1965.0,55.0,Married,Retired/pensioned
SGP,702071723,1.0,2.0,2.0,3.0,6.0,9.0,9.0,A religious person,5.0,Male,1948.0,72.0,Married,Part time
SGP,702071724,1.0,1.0,3.0,3.0,5.0,8.0,9.0,A religious person,1.0,Female,1956.0,64.0,Widowed,Homemaker not otherwise employed
SGP,702071725,1.0,1.0,2.0,1.0,8.0,9.0,9.0,Not a religious person,5.0,Female,1988.0,32.0,Single,Unemployed
SGP,702071726,1.0,2.0,2.0,3.0,7.0,8.0,6.0,A religious person,2.0,Female,1971.0,49.0,Married,Homemaker not otherwise employed
SGP,702071727,1.0,1.0,1.0,1.0,5.0,5.0,3.0,A religious person,6.0,Female,1975.0,45.0,Married,Homemaker not otherwise employed
SGP,702071728,1.0,2.0,2.0,2.0,6.0,8.0,8.0,A religious person,6.0,Female,1957.0,63.0,Married,Retired/pensioned
SGP,702071729,1.0,2.0,1.0,2.0,4.0,4.0,5.0,An atheist,8.0,Female,1972.0,48.0,Married,Homemaker not otherwise employed
SGP,702071730,2.0,2.0,1.0,1.0,8.0,7.0,7.0,Not a religious person,5.0,Male,1961.0,59.0,Single,Full time
SGP,702071731,1.0,1.0,3.0,2.0,7.0,7.0,7.0,Not a religious person,6.0,Female,1960.0,60.0,Single,Part time
SGP,702071732,1.0,2.0,2.0,2.0,6.0,6.0,7.0,Not a religious person,6.0,Female,1968.0,52.0,Single,Self employed
SGP,702071733,1.0,2.0,3.0,2.0,7.0,7.0,8.0,A religious person,7.0,Female,1979.0,41.0,Single,Full time
SGP,702071734,1.0,2.0,3.0,1.0,5.0,5.0,3.0,A religious person,5.0,Female,1975.0,45.0,Married,Full time
SGP,702071735,1.0,1.0,2.0,2.0,6.0,6.0,6.0,A religious person,7.0,Female,1977.0,43.0,Married,Homemaker not otherwise employed
SGP,702071736,1.0,2.0,1.0,2.0,6.0,7.0,7.0,A religious person,8.0,Female,1972.0,48.0,Married,Full time
SGP,702071737,1.0,2.0,2.0,2.0,8.0,8.0,8.0,A religious person,5.0,Female,1979.0,41.0,Single,Full time
SGP,702071738,1.0,1.0,2.0,2.0,5.0,5.0,4.0,A religious person,,Male,1962.0,58.0,Married,Full time
SGP,702071739,1.0,2.0,2.0,1.0,7.0,8.0,8.0,A religious person,8.0,Male,1968.0,52.0,Married,Full time
SGP,702071740,1.0,2.0,3.0,2.0,8.0,7.0,5.0,A religious person,5.0,Male,1963.0,57.0,Married,Part time
SGP,702071741,2.0,2.0,2.0,1.0,7.0,5.0,5.0,A religious person,6.0,Female,1973.0,47.0,Widowed,Part time
SGP,702071742,4.0,4.0,4.0,3.0,5.0,5.0,3.0,Not a religious person,5.0,Female,1999.0,21.0,Single,Student
SGP,702071743,1.0,1.0,2.0,1.0,5.0,8.0,5.0,A religious person,3.0,Female,1965.0,55.0,Single,Unemployed
SGP,702071744,1.0,1.0,2.0,2.0,7.0,7.0,9.0,A religious person,3.0,Male,1965.0,55.0,Married,Full time
SGP,702071745,1.0,1.0,2.0,2.0,7.0,5.0,6.0,Not a religious person,1.0,Male,1999.0,21.0,Single,Other
SGP,702071746,1.0,2.0,2.0,2.0,8.0,8.0,7.0,Not a religious person,3.0,Female,1999.0,21.0,Single,Full time
SGP,702071747,1.0,2.0,2.0,1.0,6.0,8.0,9.0,A religious person,6.0,Male,1941.0,79.0,Married,Retired/pensioned
SGP,702071748,1.0,1.0,1.0,1.0,6.0,6.0,8.0,Not a religious person,6.0,Male,1967.0,53.0,Married,Part time
SGP,702071749,2.0,2.0,1.0,2.0,2.0,2.0,7.0,A religious person,5.0,Male,1979.0,41.0,Married,Full time
SGP,702071750,3.0,2.0,1.0,2.0,7.0,7.0,6.0,A religious person,3.0,Female,1978.0,42.0,Single,Unemployed
SGP,702071751,1.0,2.0,1.0,4.0,9.0,9.0,9.0,Not a religious person,5.0,Female,1977.0,43.0,Married,Full time
SGP,702071752,1.0,3.0,2.0,2.0,7.0,7.0,6.0,A religious person,6.0,Male,1967.0,53.0,Married,Full time
SGP,702071753,1.0,2.0,2.0,1.0,7.0,7.0,1.0,A religious person,10.0,Female,1966.0,54.0,Married,Unemployed
SGP,702071754,2.0,1.0,2.0,2.0,8.0,2.0,2.0,Not a religious person,8.0,Male,1966.0,54.0,Married,Unemployed
SGP,702071755,1.0,2.0,3.0,2.0,8.0,8.0,8.0,A religious person,7.0,Male,1967.0,53.0,Married,Unemployed
SGP,702071756,1.0,2.0,2.0,2.0,2.0,9.0,2.0,Not a religious person,3.0,Female,1980.0,40.0,Married,Homemaker not otherwise employed
SGP,702071757,1.0,1.0,1.0,1.0,7.0,7.0,5.0,Not a religious person,8.0,Male,1994.0,26.0,Single,Full time
SGP,702071758,1.0,1.0,1.0,1.0,4.0,5.0,2.0,Not a religious person,,Male,1994.0,26.0,Single,Part time
SGP,702071759,1.0,2.0,2.0,2.0,9.0,8.0,8.0,Not a religious person,7.0,Female,1978.0,42.0,Single,Full time
SGP,702071760,1.0,1.0,2.0,1.0,7.0,7.0,3.0,A religious person,5.0,Female,1958.0,62.0,Widowed,Full time
SGP,702071761,1.0,2.0,1.0,2.0,10.0,9.0,9.0,Not a religious person,5.0,Female,1975.0,45.0,Married,Full time
SGP,702071762,1.0,2.0,2.0,2.0,7.0,8.0,8.0,Not a religious person,,Female,1990.0,30.0,Married,Full time
SGP,702071763,1.0,2.0,2.0,2.0,3.0,5.0,3.0,Not a religious person,5.0,Female,1999.0,21.0,Single,Student
